"Alle Angebote der KuB sind kostenlos","All KuB services are free of charge."
"Alleinerziehende","Single mothers"
"Alle Kurse gibt es pro Woche 1-mal, 2-mal oder 3-mal.","All courses take place 1, 2 or 3 times per week."
"Alphabetisierung","Alphabetisation"
"Angebote","Services"
"Anmeldung","Registration"
"Außerdem helfen wir Ihnen bei den Lösungswegen.","We'll also help you to find possible solutions."
"bei **Fragen zum Aufenthaltsrecht, zum Asylrecht und zum Sozialrecht**","On **questions concerning residency rights, asylum rights and social assistance law**"
"bei **psychischen und sozialen Problemen**","On **psychological or social problems**"
"Beratung für geflüchtete Frauen*","Counselling for women* refugees"
"Beratungszeiten","Counselling hours"
"Beratung zu Asyl und Aufenthalt","Counselling on asylum and residency"
"Betroffene von häuslicher Gewalt","Women affected by domestic violence"
"Betroffene von sexualisierter Gewalt","Women affected by sexual violence"
"**Bitte bringen Sie alle Papiere mit**, die für die Beratung wichtig sind. Zum Beispiel:","**Please bring all your documents with you** that are important for the counselling session. For example:"
"Bitte haben Sie Verständnis, wenn Sie warten müssen.","We ask for your patience if you have to wait for a counselling session."
"Bürozeiten","Office hours"
"Dabei beachten wir, was für Sie wichtig ist.","We will focus on what's important to you."
"Dafür schaffen wir eine geschützte Atmosphäre.","We've created a safe atmosphere for you."
"Das Büro ist in der Regel offen:","Our regular office hours are:"
"Das ist dein 1. Deutsch-Kurs.","This is your 1st German course."
"Das ist dein 2. Deutsch-Kurs.","This is your 2nd German course."
"Das ist dein 3. Kurs.","This is your 3rd German course."
"Das ist dein 4. Kurs.","This is your 4th German course."
"Das sind vor allem:","In particular:"
"Dein 5., 6. oder 7. Deutsch-Kurs.","This is your 5th, 6th or 7th German course."
"den Brief vom Rechtsanwalt/von der Rechtsanwältin.","Letters from your lawyer."
"Der Tag ist immer der erste Freitag im Monat.","Day: The 1st Friday of the month."
"Deutschkurse","German courses"
"Deutsch lernen","German courses"
"Die Frauen*beratung der KuB richtet sich an **geflüchtete Frauen, die besonderen Schutz brauchen**.","KuB's counselling for women* is focused on **women refugees who need special protection**."
"Die KuB ist Teil von dem „Berliner Netzwerk für besonders schutzbedürftige Flüchtlinge“ (BNS).","KuB is part of a Berlin-based network that supports refugees in need of special protection (BNS – Berliner Netzwerk für besonders schutzbedürftige Flüchtlinge). "
"Diese Menschen übersetzen dann für Sie von Deutsch in Ihre Sprache und umgekehrt.","They can translate between German and your language."
"Die Uhrzeit ist 15:30 Uhr.","Time: 15:30."
"Du bist Mutter von einem kleinen Kind?","Are you the mother of a small child?"
"Du hast keine Probleme im Alltag.","You get by well in everyday life."
"Du kommst zu uns in die KuB.","You come to us at KuB."
"Du lernst lesen und schreiben.","You learn to read and write."
"Du sprichst Deutsch ein bisschen.","You can speak a little German."
"Du sprichst Deutsch ganz gut.","You can speak German quite well."
"Du sprichst ein bisschen Deutsch.","You can speak some German."
"Du übst hier vor allem, Deutsch sprechen.","You'll mostly practice having conversations in German."
"Ein Kurs geht 6 Monate.","One course is 6 months long."
"E-Mail","Email"
"Es gibt mehrere Kurse:","There are various courses:"
"Es ist auch ein Kurs zum Sprechen da.","In this course you'll work on speaking."
"Es kann einige Zeit dauern, bis wir Sie beraten können.","Depending on the daily demand, it might take some time for your turn."
"Fax","Fax"
"Gemeinsam erarbeiten wir Wege, wie Sie Ihre Probleme lösen.","Together we'll look for ways that you can deal with your problems."
"immer von 9:30 bis 12:30 Uhr","From 09:30 to 12:30."
"Im Mutter-Kind-Kurs lernst du Deutsch. Wir kümmern uns um dein Kind, wenn du im Deutsch-Kurs bist. Für diesen Kurs musst du nicht zur Anmeldung kommen.","In our mother-child course you'll learn German. We'll take care of your child while you learn. You don't need to register for this course."
"In dem Netzwerk ist die KuB die Frauenfachstelle.","Within the network, KuB is specifically responsible for helping women."
"In diesem Kurs für neu Beginnende kannst du schon lesen und schreiben. Du sprichst Deutsch noch gar nicht. Du lernst hier Deutsch sprechen und verstehen.","In this course for beginners, you already know how to read and write. You don't know any German yet. Here you will learn how to speak and understand German."
"Informationen:","Information:"
"Internet","Website"
"Kommen Sie bitte persönlich in die KuB.","Counselling sessions take place at KuB."
"Kontakt","Contact"
"Kontakt- und Beratungstelle für Flüchtlinge und Migrant_innen e.V.","Kontakt- und Beratungstelle für Flüchtlinge und Migrant_innen e.V."
"Konversations-Kurs:","Conversation course:"
"Manchmal können wir Sie an dem Tag auch nicht beraten, weil so viele Ratsuchende zu uns kommen. Auch dafür bitten wir Sie um Verständnis.","It is possible, due to high demand, that we won't be able to offer you a session on a given day. We ask for your understanding in such cases."
"Mit B2 darfst du an einer Universität studieren.","With B2 you are allowed to study at a university."
"Mittwochs haben wir nur für Frauen* geöffnet (13:00 - 17:00 Uhr)","On Wednesdays we are open for women* only (13:00 - 17:00)"
"Montag, Dienstag, Donnerstag und Freitag","Monday, Tuesday, Thursday and Friday"
"Mutter-Kind-Kurs:","Mother-child course:"
"Oder rufen Sie uns an:","Or give us a call:"
"Oder schreiben Sie uns eine E-Mail:","Or send us an email:"
"Oder Sie machen einen Termin bei uns.","Or you can make an appointment with us."
"Ohne Anmeldung: jeden Montag von 9:00 bis 11:00 Uhr","Without prior appointment: every Monday morning from 09:00 to 11:00."
"Papiere vom Bundesamt für Migration und Flüchtlinge (BAMF), von der Ausländerbehörde, vom Jobcenter und so weiter.","Documents from BAMF (Bundesamt für Migration und Flüchtlinge), the Ausländerbehörde, the Jobcenter, etc."
"Rufen Sie uns bitte an:","Please call us:"
"Schreiben Sie uns dafür eine E-Mail:","You can make an appointment via email:"
"Schwangere","Pregnant women"
"Sie entscheiden, worüber wir reden.","You can decide what we talk about."
"Sie gehen keine Verpflichtungen ein.","You don't have to commit to anything."
"Sie können sich um 9:00 Uhr bei uns im Büro zur Beratung anmelden. Bei Fragen rufen Sie uns an:","You can report to reception at 09:00. If you have any questions, call us on:"
"Sie können zu uns kommen:","We're here to listen:"
"Spendenkonto","Donations"
"Sprechzeiten und Anmeldung","Opening hours and appointments"
"Telefon","Phone"
"und weitere Angebote.","and more."
"Unsere Beraterinnen sehen sich Ihre ganze Situation an und unterstützen Sie dann.","Our female counsellors will look at your whole situation and support you accordingly."
"Unterstützung durch Gespräche","Someone to talk to when you need support"
"Versuchen Sie es einfach!","Just try it out!"
"von 9:00 bis 17:00 Uhr","from 09:00 to 17:00"
"Wenn Sie das wünschen, können wir Sie auch anonym beraten. Sie müssen uns dann nicht Ihren Namen nennen.","If you would feel more comfortable, you may remain anonymous during your counselling session. You do not have to tell us your name."
"Wenn Sie eine Beratung brauchen:","When you need counselling:"
"Wenn Sie eine*n Sprachmittler*in bei der Beratung dabei haben wollen, rufen Sie bitte vorher bei uns an.","If you would like the assistance of an interpreter during your session, please give us a call beforehand."
"Wenn Sie immer an schlimme Dinge denken müssen.","If you can't help thinking about negative things all the time."
"Wenn Sie mit jemandem reden wollen.","If you just need to talk to someone."
"Wenn Sie mit jemandem über Ihre Probleme reden wollen.","If you want to talk to someone about your problems."
"Wenn Sie nicht wissen, wie Sie weiterleben sollen.","If you don't know how to go on with your life."
"Wenn Sie oft und große Angst haben.","If you often feel afraid or are overcome by great fear."
"Wenn Sie Probleme mit Ihren Freund*innen haben.","If you have problems with your friends."
"Wenn Sie Probleme mit Ihrer Familie haben.","If you have problems with your family."
"Wenn Sie schlecht schlafen.","If you can't sleep."
"Wenn Sie sehr oft traurig sind.","If you often feel sad."
"Wenn Sie sich einsam fühlen.","If you feel lonely."
"Wenn Sie sich hilflos fühlen.","If you feel helpless."
"Wenn Sie sich nicht konzentrieren können.","If you are unable to concentrate."
"Wenn zu viele Gedanken in Ihrem Kopf sind.","If you feel overwhelmed by too many thoughts in your head."
"**Wir beraten auf verschiedenen Sprachen**, zum Beispiel Arabisch, Deutsch, Englisch, Italienisch, Kurdisch, Spanisch, Dari, Farsi, Französisch, und so weiter.","**We provide counselling in various languages**, including Arabic, German, English, Italian, Kurdish, Spanish, Dari, Persian, French, etc."
"Wir beraten nicht am Telefon und nicht per E-Mail.","We do not provide counselling via telephone or email."
"Wir beraten Sie zu Asyl- und Aufenthaltsrecht.","We offer counselling sessions on asylum and residency rights."
"Wir beraten:","We provide couselling:"
"Wir bieten kostenlose Deutschkurse an.","We offer free German courses."
"Wir haben auch Sprachmittler*innen.","We also have interpreters and translators."
"Wir haben zum Beispiel Menschen, die Sie zu Ämtern, Ärzt*innen und Rechtsanwält*innen begleiten.","We can connect you with people who could, for example, accompany you on visits to government offices, doctors or lawyers."
"Wir helfen dir einmal im Monat.","We help you once a month."
"Wir hören Ihnen zu.","We're here to listen."
"Wir suchen mit Ihnen zusammen Wege, wie Sie mit Ihren Problemen umgehen können.","Together we'll look for ways that you can deal with your problems."
"Wir unterstützen Sie in den Räumen der KuB.","We offer our counselling services in the rooms at KuB."
"Zu uns kommen sehr viele Ratsuchende. Kommen Sie daher bitte früh am Morgen. Am besten schon um 8:30 Uhr.","Our consultancy services are usually very busy. We therefore advise you to come early in the morning; it's best to be here already by 8:30."