"Alle Angebote der KuB sind kostenlos","Tous les services de la KuB sont gratuits."
"Alleinerziehende","des mères célibataires"
"Alle Kurse gibt es pro Woche 1-mal, 2-mal oder 3-mal.","Les cours ont lieu 1 fois, 2 fois ou 3 fois par semaine."
"Alphabetisierung","Alphabétisation"
"Angebote","Nos services"
"Anmeldung","Inscription"
"Außerdem helfen wir Ihnen bei den Lösungswegen.","Nous vous aidons aussi à mettre les solutions en place."
"bei **Fragen zum Aufenthaltsrecht, zum Asylrecht und zum Sozialrecht**","sur les **questions liées au permis de séjour, au droit d'asile et aux droits sociaux**"
"bei **psychischen und sozialen Problemen**","si vous avez des **problèmes psychologiques et sociaux**"
"Beratung für geflüchtete Frauen*","Conseils pour femmes* réfugiées"
"Beratungszeiten","Horaires de consultation"
"Beratung zu Asyl und Aufenthalt","Conseil sur le droit d'asile et le droit de résidence"
"Betroffene von häuslicher Gewalt","des femmes victimes de violence conjugale"
"Betroffene von sexualisierter Gewalt","des femmes victimes de violences sexuelles"
"**Bitte bringen Sie alle Papiere mit**, die für die Beratung wichtig sind. Zum Beispiel:","**Merci d'apporter tous les documents** importants pour la consultation. Par exemple :"
"Bitte haben Sie Verständnis, wenn Sie warten müssen.","Vous devrez sans doute patienter. Merci de votre compréhension."
"Bürozeiten","Horaires du secrétariat"
"Dabei beachten wir, was für Sie wichtig ist.","Nous tenons compte de ce qui est important pour vous."
"Dafür schaffen wir eine geschützte Atmosphäre.","Pour cela, nous créons une ambiance réconfortante."
"Das Büro ist in der Regel offen:","Le secrétariat est généralement ouvert :"
"Das ist dein 1. Deutsch-Kurs.","C'est ton 1er cours d'allemand."
"Das ist dein 2. Deutsch-Kurs.","C'est ton 2e cours d'allemand."
"Das ist dein 3. Kurs.","C'est ton 3e cours."
"Das ist dein 4. Kurs.","C'est ton 4e cours."
"Das sind vor allem:","Il s'agit surtout :"
"Dein 5., 6. oder 7. Deutsch-Kurs.","Ton 5e, 6e ou 7e cours d'allemand."
"den Brief vom Rechtsanwalt/von der Rechtsanwältin.","la lettre de votre avocat.e."
"Der Tag ist immer der erste Freitag im Monat.","C'est toujours le premier vendredi du mois."
"Deutschkurse","Cours d'allemand"
"Deutsch lernen","Apprendre l'allemand"
"Die Frauen*beratung der KuB richtet sich an **geflüchtete Frauen, die besonderen Schutz brauchen**.","La consultation de la KuB réservée aux femmes* s'adresse aux **femmes réfugiées qui ont besoin d'une protection particulière**."
"Die KuB ist Teil von dem „Berliner Netzwerk für besonders schutzbedürftige Flüchtlinge“ (BNS).","La KuB fait partie du « Berliner Netzwerk für besonders schutzbedürftige Flüchtlinge » (BNS, Réseau berlinois pour les réfugiés nécessitant une protection particulière)."
"Diese Menschen übersetzen dann für Sie von Deutsch in Ihre Sprache und umgekehrt.","Ces personnes traduisent dans votre langue ce qui est dit en allemand et inversement."
"Die Uhrzeit ist 15:30 Uhr.","L'horaire est 15 h 30."
"Du bist Mutter von einem kleinen Kind?","Tu as un enfant en bas âge ?"
"Du hast keine Probleme im Alltag.","Tu n'as pas de problèmes au quotidien."
"Du kommst zu uns in die KuB.","Tu viens nous voir à la KuB."
"Du lernst lesen und schreiben.","Tu apprends à lire et écrire."
"Du sprichst Deutsch ein bisschen.","Tu parles un peu allemand."
"Du sprichst Deutsch ganz gut.","Tu parles plutôt bien allemand."
"Du sprichst ein bisschen Deutsch.","Tu parles un peu allemand."
"Du übst hier vor allem, Deutsch sprechen.","Tu t'y entraînes surtout à parler allemand."
"Ein Kurs geht 6 Monate.","Un cours dure 6 mois."
"E-Mail","E-mail"
"Es gibt mehrere Kurse:","Il y a plusieurs cours :"
"Es ist auch ein Kurs zum Sprechen da.","Il y a aussi un cours de conversation."
"Es kann einige Zeit dauern, bis wir Sie beraten können.","Cela peut prendre un moment, jusqu'à ce que nous puissions vous conseiller."
"Fax","Fax"
"Gemeinsam erarbeiten wir Wege, wie Sie Ihre Probleme lösen.","Nous cherchons des solutions à vos problèmes avec vous."
"immer von 9:30 bis 12:30 Uhr","de 9 h 30 à 12 h 30"
"Im Mutter-Kind-Kurs lernst du Deutsch. Wir kümmern uns um dein Kind, wenn du im Deutsch-Kurs bist. Für diesen Kurs musst du nicht zur Anmeldung kommen.","Dans le cours mère-enfant, tu apprends l'allemand. Nous nous occupons de ton enfant pendant ton cours. Tu n'as pas besoin de t'inscrire pour participer à ce cours."
"In dem Netzwerk ist die KuB die Frauenfachstelle.","La KuB est le service réservé aux femmes de ce réseau."
"In diesem Kurs für neu Beginnende kannst du schon lesen und schreiben. Du sprichst Deutsch noch gar nicht. Du lernst hier Deutsch sprechen und verstehen.","Dans ce cours pour débutants, tu sais déjà lire et écrire. Tu ne parles pas du tout allemand. Ici tu apprends à parler et comprendre l'allemand."
"Informationen:","Informations :"
"Internet","Internet"
"Kommen Sie bitte persönlich in die KuB.","Merci de vous présenter en personne à la KuB."
"Kontakt","Contact"
"Kontakt- und Beratungstelle für Flüchtlinge und Migrant_innen e.V.","Kontakt- und Beratungstelle für Flüchtlinge und Migrant_innen e.V. (association contact et conseils aux réfugiés et migrants)"
"Konversations-Kurs:","Cours de conversation :"
"Manchmal können wir Sie an dem Tag auch nicht beraten, weil so viele Ratsuchende zu uns kommen. Auch dafür bitten wir Sie um Verständnis.","En raison du grand nombre de personnes que nous recevons, il n'est parfois pas possible d'obtenir une consultation le jour même. Merci de votre compréhension."
"Mit B2 darfst du an einer Universität studieren.","Avec un niveau B2, tu peux aller à l'université."
"Mittwochs haben wir nur für Frauen* geöffnet (13:00 - 17:00 Uhr)","Mercredi uniquement pour femmes* (de 13 heures à 17 heures)"
"Montag, Dienstag, Donnerstag und Freitag","lundi, mardi, jeudi et vendredi"
"Mutter-Kind-Kurs:","Cours mère-enfant :"
"Oder rufen Sie uns an:","Ou téléphonez-nous :"
"Oder schreiben Sie uns eine E-Mail:","Ou envoyez-nous un courriel :"
"Oder Sie machen einen Termin bei uns.","Ou vous prenez rendez-vous."
"Ohne Anmeldung: jeden Montag von 9:00 bis 11:00 Uhr","Sans rendez-vous : tous les lundis de 9 h 00 à 11 h 00"
"Papiere vom Bundesamt für Migration und Flüchtlinge (BAMF), von der Ausländerbehörde, vom Jobcenter und so weiter.","les documents de l'Office Fédéral pour la Migration et les Réfugiés (ou BAMF), de l'Office pour les Étrangers (Ausländerbehörde), du Centre d'Emploi (Jobcenter), etc."
"Rufen Sie uns bitte an:","Téléphonez-nous :"
"Schreiben Sie uns dafür eine E-Mail:","Écrivez-nous un courriel :"
"Schwangere","des femmes enceintes"
"Sie entscheiden, worüber wir reden.","Vous décidez de quoi nous parlons."
"Sie gehen keine Verpflichtungen ein.","Vous ne prenez aucun engagement."
"Sie können sich um 9:00 Uhr bei uns im Büro zur Beratung anmelden. Bei Fragen rufen Sie uns an:","Vous pouvez vous inscrire au secrétariat pour une consultation dès 8 h 30. Pour toute question, téléphonez-nous au:"
"Sie können zu uns kommen:","Vous pouvez venir nous voir si :"
"Spendenkonto","Dons"
"Sprechzeiten und Anmeldung","Horaires de consultation et inscription"
"Telefon","Téléphone"
"und weitere Angebote.","et autres services."
"Unsere Beraterinnen sehen sich Ihre ganze Situation an und unterstützen Sie dann.","Nos conseillères prennent en compte votre situation globale avant de vous conseiller."
"Unterstützung durch Gespräche","Soutien par le dialogue"
"Versuchen Sie es einfach!","Faites donc un essai."
"von 9:00 bis 17:00 Uhr","de 9 h 00 à 17 h 00"
"Wenn Sie das wünschen, können wir Sie auch anonym beraten. Sie müssen uns dann nicht Ihren Namen nennen.","Si vous le souhaitez, nous pouvons vous conseiller de façon anonyme. Vous n'êtes pas obligée de nous donner votre nom."
"Wenn Sie eine Beratung brauchen:","Si vous avez besoin d'une consultation :"
"Wenn Sie eine*n Sprachmittler*in bei der Beratung dabei haben wollen, rufen Sie bitte vorher bei uns an.","Si vous souhaitez avoir un·e interprète lors de la consultation, prévenez-nous à l'avance par téléphone."
"Wenn Sie immer an schlimme Dinge denken müssen.","vous pensez toujours à des choses graves."
"Wenn Sie mit jemandem reden wollen.","vous voulez parler avec quelqu'un."
"Wenn Sie mit jemandem über Ihre Probleme reden wollen.","vous voulez parler de vos problèmes avec quelqu'un."
"Wenn Sie nicht wissen, wie Sie weiterleben sollen.","vous ne savez pas comment continuer à vivre."
"Wenn Sie oft und große Angst haben.","vous avez souvent très peur."
"Wenn Sie Probleme mit Ihren Freund*innen haben.","vous avez des problèmes avec vos ami.e.s."
"Wenn Sie Probleme mit Ihrer Familie haben.","vous avez des problèmes avec votre famille."
"Wenn Sie schlecht schlafen.","vous dormez mal."
"Wenn Sie sehr oft traurig sind.","vous vous sentez souvent triste."
"Wenn Sie sich einsam fühlen.","vous vous sentez seul·e."
"Wenn Sie sich hilflos fühlen.","vous vous sentez désemparé·e."
"Wenn Sie sich nicht konzentrieren können.","vous n'arrivez pas à vous concentrer."
"Wenn zu viele Gedanken in Ihrem Kopf sind.","vous avez trop de choses dans la tête."
"**Wir beraten auf verschiedenen Sprachen**, zum Beispiel Arabisch, Deutsch, Englisch, Italienisch, Kurdisch, Spanisch, Dari, Farsi, Französisch, und so weiter.","**Nous vous conseillons en plusieurs langues**, par exemple en arabe, en allemand, en anglais, en italien, en kurde, en espagnol, en dari, en farsi, en français, etc."
"Wir beraten nicht am Telefon und nicht per E-Mail.","Nous ne donnons pas de conseil par téléphone ou courriel."
"Wir beraten Sie zu Asyl- und Aufenthaltsrecht.","Nous vous conseillons sur le droit d'asile et le droit de résidence."
"Wir beraten:","Nous conseillons :"
"Wir bieten kostenlose Deutschkurse an.","Nous proposons des cours d'allemand gratuits."
"Wir haben auch Sprachmittler*innen.","Nous avons aussi des interprètes."
"Wir haben zum Beispiel Menschen, die Sie zu Ämtern, Ärzt*innen und Rechtsanwält*innen begleiten.","Des personnes peuvent par exemple vous accompagner dans les services administratifs, chez les médecins et avocats."
"Wir helfen dir einmal im Monat.","Nous t'aidons une fois par mois."
"Wir hören Ihnen zu.","Nous vous écoutons."
"Wir suchen mit Ihnen zusammen Wege, wie Sie mit Ihren Problemen umgehen können.","Nous cherchons ensemble des solutions à vos problèmes."
"Wir unterstützen Sie in den Räumen der KuB.","Nous vous aidons dans les locaux de la KuB."
"Zu uns kommen sehr viele Ratsuchende. Kommen Sie daher bitte früh am Morgen. Am besten schon um 8:30 Uhr.","De nombreuses personnes viennent se faire conseiller chez nous. Venez donc tôt le matin, si possible dès 8h30."